,cities,iter,epoch,cost,model_name
0,,50,,8,6.890985045593894,MultilayerTransformerBlockModel
0,,50,,8,6.878489882127929,MultilayerTransformerBlockModel
0,,50,,8,5.720550147521689,MultilayerTransformerBlockModel
0,,50,,8,6.395932146709432,MultilayerTransformerBlockModel
0,,50,,8,7.011835613306321,MultilayerTransformerBlockModel
0,,50,,8,6.336858833762437,MultilayerTransformerBlockModel
0,,50,,8,7.142029098975839,MultilayerTransformerBlockModel
0,,50,,8,7.417005434740384,MultilayerTransformerBlockModel
0,,50,,8,6.140072658969618,MultilayerTransformerBlockModel
0,,50,,8,6.276135993168442,MultilayerTransformerBlockModel
0,,50,,8,7.311302828568118,MultilayerTransformerBlockModel
0,,50,,9,6.379349951787024,MultilayerTransformerBlockModel
0,,50,,9,6.203939578289634,MultilayerTransformerBlockModel
0,,50,,9,6.25764501744512,MultilayerTransformerBlockModel
0,,50,,9,6.2958296199828885,MultilayerTransformerBlockModel
0,,50,,9,6.506122117713113,MultilayerTransformerBlockModel
0,,50,,9,5.65294289758888,MultilayerTransformerBlockModel
0,,50,,9,6.307693545815303,MultilayerTransformerBlockModel
0,,50,,9,6.8158765713920815,MultilayerTransformerBlockModel
0,,50,,9,5.947325652255244,MultilayerTransformerBlockModel
0,,50,,9,6.511588130813357,MultilayerTransformerBlockModel
0,,50,,9,6.731280361856827,MultilayerTransformerBlockModel
0,,50,,9,6.574270253238338,MultilayerTransformerBlockModel
0,,50,,9,7.111677700416537,MultilayerTransformerBlockModel
0,,50,,9,6.859957024686011,MultilayerTransformerBlockModel
0,,50,,9,6.80721563871256,MultilayerTransformerBlockModel
0,,50,,9,7.62144609887866,MultilayerTransformerBlockModel
0,,50,,9,6.161790781999812,MultilayerTransformerBlockModel
0,,50,,9,6.703078914287067,MultilayerTransformerBlockModel
0,,50,,9,6.62566974502785,MultilayerTransformerBlockModel
0,,50,,9,6.393986951669252,MultilayerTransformerBlockModel
0,,50,,9,7.718442372472172,MultilayerTransformerBlockModel
0,,50,,9,7.284122892090784,MultilayerTransformerBlockModel
0,,50,,9,6.54146398754073,MultilayerTransformerBlockModel
0,,50,,9,6.891608201335873,MultilayerTransformerBlockModel
0,,50,,9,7.36869575241406,MultilayerTransformerBlockModel
0,,50,,9,6.663552751505655,MultilayerTransformerBlockModel
0,,50,,9,7.640699165194735,MultilayerTransformerBlockModel
0,,50,,9,6.4096829881311175,MultilayerTransformerBlockModel
0,,50,,9,6.250698242780007,MultilayerTransformerBlockModel
0,,50,,9,7.744127805906633,MultilayerTransformerBlockModel
0,,50,,9,6.517703216101234,MultilayerTransformerBlockModel
0,,50,,9,6.487666353103962,MultilayerTransformerBlockModel
0,,50,,9,5.994196519937808,MultilayerTransformerBlockModel
0,,50,,9,6.550346369990982,MultilayerTransformerBlockModel
0,,50,,9,6.719322707388092,MultilayerTransformerBlockModel
0,,50,,9,6.659059764788059,MultilayerTransformerBlockModel
0,,50,,9,5.90378006632424,MultilayerTransformerBlockModel
0,,50,,9,7.0151573276283985,MultilayerTransformerBlockModel
0,,50,,9,6.809485198540347,MultilayerTransformerBlockModel
0,,50,,9,6.575066769936314,MultilayerTransformerBlockModel
0,,50,,9,6.25911050699519,MultilayerTransformerBlockModel
0,,50,,9,6.109737231970393,MultilayerTransformerBlockModel
0,,50,,9,6.49008696050163,MultilayerTransformerBlockModel
0,,50,,9,6.047645059101103,MultilayerTransformerBlockModel
0,,50,,9,6.828539858621561,MultilayerTransformerBlockModel
0,,50,,9,6.444959324292258,MultilayerTransformerBlockModel
0,,50,,9,5.720748288167228,MultilayerTransformerBlockModel
0,,50,,9,5.958857097106585,MultilayerTransformerBlockModel
0,,50,,9,6.407381871012061,MultilayerTransformerBlockModel
0,,50,,9,6.758716348605181,MultilayerTransformerBlockModel
